source,target,person_name,linkedin
Union Square,Sofar Ocean,Jon Joe,jon-joe
Union Square,Blocktower Capital,Jon Joe,jon-joe
Union Square,CarbonChain,Jon Joe,jon-joe
Union Square,Bright Moments DAO,Jon Joe,jon-joe
Union Square,Simscale,Jon Joe,jon-joe
Union Square,Payjoy,Jon Joe,jon-joe
Union Square,Dreambound,Jon Joe,jon-joe
Union Square,Arweave,Jon Joe,jon-joe
Union Square,Headgum,Jon Joe,jon-joe
Union Square,Juro,Jon Joe,jon-joe
Union Square,C2FO,Jon Joe,jon-joe
Union Square,Numerai,Jon Joe,jon-joe
Union Square,Mundi,Jon Joe,jon-joe
Union Square,FloodMapp,Jon Joe,jon-joe
Union Square,Splice,Jon Joe,jon-joe
Union Square,Agentero,Jon Joe,jon-joe
Union Square,Quizlet,Jon Joe,jon-joe
Union Square,Leap,Jon Joe,jon-joe
Union Square,alt.bank,Jon Joe,jon-joe
Union Square,Revel,Jon Joe,jon-joe
Union Square,Auxmoney,Jon Joe,jon-joe
Union Square,Karat,Jon Joe,jon-joe
Union Square,Polychain Capital,Jon Joe,jon-joe
Union Square,Skillshare,Jon Joe,jon-joe
Union Square,Noah,Jon Joe,jon-joe
Union Square,Stash,Jon Joe,jon-joe
Union Square,goTenna,Jon Joe,jon-joe
Union Square,Meet Cute,Jon Joe,jon-joe
Union Square,SoundCloud,Jon Joe,jon-joe
Union Square,Stacks,Jon Joe,jon-joe
Union Square,Remora,Jon Joe,jon-joe
Union Square,Onefootball,Jon Joe,jon-joe
Union Square,Caretaker,Jon Joe,jon-joe
Union Square,Clue,Jon Joe,jon-joe
Union Square,Foursquare,Jon Joe,jon-joe
Union Square,Kickstarter,Jon Joe,jon-joe
Union Square,ShopShops,Jon Joe,jon-joe
Union Square,Kiosk,Jon Joe,jon-joe
Union Square,Sling,Jon Joe,jon-joe
Union Square,Casetext,Jon Joe,jon-joe
Union Square,Protocol Labs,Jon Joe,jon-joe
Union Square,Human Dx,Jon Joe,jon-joe
Union Square,Dwolla,Jon Joe,jon-joe
Union Square,Sora,Jon Joe,jon-joe
Union Square,FREE NOW,Jon Joe,jon-joe
Union Square,Simulmedia,Jon Joe,jon-joe
Union Square,Science Exchange,Jon Joe,jon-joe
Union Square,SigFig,Jon Joe,jon-joe
Union Square,NCX,Jon Joe,jon-joe
Union Square,Code Climate,Jon Joe,jon-joe
Union Square,Fiveable,Jon Joe,jon-joe
Union Square,Dia & Co,Jon Joe,jon-joe
Union Square,Possible Finance,Jon Joe,jon-joe
Union Square,La Ruche qui dit Oui!,Jon Joe,jon-joe
Union Square,Zeitview,Jon Joe,jon-joe
Union Square,Radiant,Jon Joe,jon-joe
Union Square,Top Hat,Jon Joe,jon-joe
Union Square,Teamshares,Jon Joe,jon-joe
Union Square,m3ter,Jon Joe,jon-joe
Union Square,Algorand,Jon Joe,jon-joe
Union Square,Pilot,Jon Joe,jon-joe
Upfront,Apeel Sciences,Jon Joe,jon-joe
Upfront,Rula,Jon Joe,jon-joe
Upfront,Mealogic,Jon Joe,jon-joe
Upfront,Ayble Health,Jon Joe,jon-joe
Upfront,Hathora,Jon Joe,jon-joe
Upfront,Kin,Jon Joe,jon-joe
Upfront,Daytona,Jon Joe,jon-joe
Upfront,Renew,Jon Joe,jon-joe
Upfront,OurSky,Jon Joe,jon-joe
Upfront,Ellipse,Jon Joe,jon-joe
Upfront,Certify,Jon Joe,jon-joe
Upfront,Switch Therapeutics,Jon Joe,jon-joe
Upfront,Arcade,Jon Joe,jon-joe
Upfront,Omni Creator Products,Jon Joe,jon-joe
Upfront,Heroic Story,Jon Joe,jon-joe
Upfront,Modern Animal,Jon Joe,jon-joe
Upfront,DSCVR,Jon Joe,jon-joe
Upfront,Martie,Jon Joe,jon-joe
Upfront,The Cool Down,Jon Joe,jon-joe
Upfront,Adway,Jon Joe,jon-joe
Upfront,Reveleer,Jon Joe,jon-joe
Upfront,Pragma,Jon Joe,jon-joe
Upfront,Bionaut Labs,Jon Joe,jon-joe
Upfront,Loupe,Jon Joe,jon-joe
Upfront,Endgame,Jon Joe,jon-joe
Upfront,Cordial,Jon Joe,jon-joe
Upfront,222,Jon Joe,jon-joe
Upfront,Parfait,Jon Joe,jon-joe
Upfront,Jiko,Jon Joe,jon-joe
Upfront,Landline,Jon Joe,jon-joe
Upfront,Provenance,Jon Joe,jon-joe
Upfront,Britive,Jon Joe,jon-joe
Upfront,GumGum,Jon Joe,jon-joe
Upfront,Ÿnsect,Jon Joe,jon-joe
Upfront,Metaimpact,Jon Joe,jon-joe
Upfront,Crate,Jon Joe,jon-joe
Upfront,Pinwheel,Jon Joe,jon-joe
Upfront,Outer,Jon Joe,jon-joe
Upfront,Remento,Jon Joe,jon-joe
Upfront,The Mighty,Jon Joe,jon-joe
Upfront,Convoz,Jon Joe,jon-joe
Upfront,Ritual,Jon Joe,jon-joe
Upfront,DAILYLOOK,Jon Joe,jon-joe
Upfront,Creator Now,Jon Joe,jon-joe
Upfront,Density,Jon Joe,jon-joe
Upfront,Vade,Jon Joe,jon-joe
Upfront,Parachute Home,Jon Joe,jon-joe
Upfront,R-Zero,Jon Joe,jon-joe
Upfront,FabFitFun,Jon Joe,jon-joe
Upfront,ChowNow,Jon Joe,jon-joe
Upfront,Rally,Jon Joe,jon-joe
Upfront,Digital Air Strike,Jon Joe,jon-joe
Upfront,REDEF Group,Jon Joe,jon-joe
Upfront,Aircam,Jon Joe,jon-joe
Upfront,MyTime,Jon Joe,jon-joe
Upfront,Nexkey,Jon Joe,jon-joe
Upfront,11 Honoré,Jon Joe,jon-joe
Upfront,mLab,Jon Joe,jon-joe
Upfront,Factual,Jon Joe,jon-joe
Upfront,Astral,Jon Joe,jon-joe
Upfront,Invoca,Jon Joe,jon-joe
Upfront,Bevy,Jon Joe,jon-joe
Upfront,GOAT,Jon Joe,jon-joe
Upfront,HopSkipDrive,Jon Joe,jon-joe
Upfront,Nanit,Jon Joe,jon-joe
Upfront,Laurel,Jon Joe,jon-joe
Upfront,Canvas Medical,Jon Joe,jon-joe
Upfront,Believer,Jon Joe,jon-joe
Upfront,Zest AI,Jon Joe,jon-joe
Upfront,Route,Jon Joe,jon-joe
Upfront,inVia Robotics,Jon Joe,jon-joe
Upfront,Apex,Jon Joe,jon-joe
Upfront,Zeitview,Jon Joe,jon-joe
